Movie,Genre,Runtime,Rating,Votes,Year,Synopsis,Actors,Certificate,Image
Halo,"Action, Adventure, Sci-Fi",60 min,7.2,"69,875",2022–,Aliens threaten human existence in an epic 26th-century showdown.,"Pablo Schreiber, Shabana Azmi, Natasha Culzac, Olive Gray",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Vinland Saga,"Animation, Action, Adventure",24 min,8.8,"60,305",2019–2023,Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father an homage.,"Yûto Uemura, Mike Haimoto, Alejandro Saab, Aleks Le",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Harley Quinn,"Animation, Action, Adventure",23 min,8.5,"35,873",2019–,"The series focuses on a single Harley Quinn, who sets off to make it on her own in Gotham City.","Kaley Cuoco, Lake Bell, Alan Tudyk, Ron Funches",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Quantum Leap,"Action, Adventure, Drama",60 min,8.2,"35,194",1989–1993,"During a government experiment into time travel, a scientist finds himself trapped in the past, ""leaping"" into the lives of different people, sorting out their problems and changing history in hopes of getting back home to the present.","Scott Bakula, Dean Stockwell, Deborah Pratt, Dennis Wolfberg",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Enterprise,"Action, Adventure, Drama",60 min,7.5,"57,235",2001–2005,"A century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.","Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Terror,"Adventure, Drama, Horror",60 min,7.9,"48,665",2018–2019,"Supernatural, semihistorical, horror anthology series, where each season is inspired by a different infamous or mysterious real life historical tragedy.","Jared Harris, Derek Mio, Tobias Menzies, Kiki Sukezane",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
FUBAR,"Action, Adventure, Comedy",55 min,6.5,"33,353",2023–,A C.I.A. operative on the edge of retirement discovers a family secret and is called back into the field for one last job.,"Arnold Schwarzenegger, Monica Barbaro, Milan Carter, Gabriel Luna",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Recruit,"Action, Adventure, Crime",55 min,7.4,"42,721",2022–,Follows a lawyer at the CIA who gets entangled in dangerous international power politics when a former asset threatens to expose the nature of her long-term relationship with the agency.,"Noah Centineo, Fivel Stewart, Laura Haddock, Aarti Mann",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Miraculous: Tales of Ladybug & Cat Noir,"Animation, Action, Adventure",20 min,7.5,"14,524",2015–,"Marinette and Adrien, two normal teens, transform into the superheroes Ladybug and Cat Noir when a mysterious evil threatens to destroy Paris.","Cristina Valenzuela, Bryce Papenbrook, Keith Silverstein, Max Mittelman",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Battlestar Galactica,"Action, Adventure, Drama",44 min,8.7,"172,185",2004–2009,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.","Edward James Olmos, Mary McDonnell, Jamie Bamber, James Callis",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Crazy Fun Park,Adventure,,6.8,132,2023–,"When his best friend Mapplethorpe dies suddenly in an abandoned park, Chester discovers that his friend now ""lives"" with other children in the park, leading them to reestablish their friendship as they go through a difficult adolescence.","Henry Strand, Stacy Clausen, Hannah Ogawa, Pedrea Jackson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Superman & Lois,"Action, Adventure, Drama",42 min,7.8,"38,181",2021–,"The world's most famous superhero and comic books' most famous journalist face the pressures and complexities that come with balancing work, justice, and parenthood in today's society.","Tyler Hoechlin, Elizabeth Tulloch, Alex Garfin, Erik Valdez",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Vikings: Valhalla,"Action, Adventure, Drama",51 min,7.3,"53,501",2022–,"Follow-up series to 'Vikings' set 100 years later and focusing on the adventures of Leif Erikson, Freydis, Harald Hardrada, and the Norman King William the Conqueror.","Sam Corlett, Leo Suter, Frida Gustavsson, Jóhannes Haukur Jóhannesson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Black Sails,"Action, Adventure, Drama",56 min,8.2,"110,022",2014–2017,"Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel ""Treasure Island.""","Jessica Parker Kennedy, Toby Stephens, Hannah New, Zach McGowan",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Doctor Who,"Adventure, Drama, Family",45 min,8.4,"38,476",1963–1989,"The adventures in time and space of the Doctor, a Time Lord who changes appearance and personality by regenerating when near death, and is joined by companions in battles against aliens and other megalomaniacs.","William Hartnell, Patrick Troughton, Jon Pertwee, Tom Baker",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Supergirl,"Action, Adventure, Drama",43 min,6.2,"127,976",2015–2021,The adventures of Superman's cousin and her own superhero career.,"Melissa Benoist, Chyler Leigh, David Harewood, Katie McGrath",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Gravity Falls,"Animation, Adventure, Comedy",23 min,8.9,"126,032",2012–2016,"Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.","Jason Ritter, Alex Hirsch, Kristen Schaal, Linda Cardellini",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
JoJo no Kimyô na Bôken,"Animation, Action, Adventure",24 min,8.5,"31,221",2012–,"The story of the Joestar family, who are possessed with intense psychic strength, and the adventures each member encounters throughout their lives.","David Vincent, Matthew Mercer, Daisuke Ono, Unshô Ishizuka",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Legacies,"Adventure, Drama, Fantasy",45 min,7.2,"35,343",2018–2022,"Hope Mikaelson, a tribrid daughter of a Vampire/Werewolf hybrid, makes her way in the world.","Danielle Rose Russell, Aria Shahghasemi, Quincy Fouse, Matthew Davis",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Peacemaker,"Action, Adventure, Comedy",40 min,8.3,"127,440",2022–,"Picking up where The Suicide Squad (2021) left off, Peacemaker returns home after recovering from his encounter with Bloodsport - only to discover that his freedom comes at a price.","John Cena, Danielle Brooks, Freddie Stroma, Jennifer Holland",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sousou no Frieren,"Animation, Adventure, Drama",30 min,8.7,390,2023–,"An elf and her friends defeat a demon king in a great war. But the war is over, and the elf must search for a new way of life.","Atsumi Tanezaki, Kana Ichinose, Chiaki Kobayashi, Nobuhiko Okamoto",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
His Dark Materials,"Adventure, Drama, Fantasy",60 min,7.8,"81,653",2019–2022,A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.,"Dafne Keen, Kit Connor, Ruth Wilson, Amir Wilson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Solar Opposites,"Animation, Adventure, Comedy",22 min,8,"28,808",2020–,"A family of aliens move to middle America, where they debate whether life is better there or on their home planet.","Thomas Middleditch, Sean Giambrone, Mary Mack, Sagan McMahan",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Moon Knight,"Action, Adventure, Fantasy",287 min,7.3,"255,040",2022,Steven Grant discovers he's been granted the powers of an Egyptian moon god. But he soon finds out that these newfound powers can be both a blessing and a curse to his troubled life.,"Oscar Isaac, Ethan Hawke, May Calamawy, Michael Benjamin Hernandez",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Survivor,"Adventure, Game-Show, Reality-TV",60 min,7.5,"26,497",2000–,A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this contest takes home a million dollars.,"Jeff Probst, Lillian Morris, Jon Dalton, Rob Mariano",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Stargate: Atlantis,"Action, Adventure, Drama",44 min,8.1,"70,071",2004–2009,"An international team of scientists and military personnel discover a Stargate network in the Pegasus Galaxy and come face-to-face with a new, powerful enemy: The Wraith.","Joe Flanigan, Rachel Luttrell, David Hewlett, Jason Momoa",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Batman: The Animated Series,"Animation, Action, Adventure",23 min,9,"111,886",1992–1995,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.,"Kevin Conroy, Loren Lester, Efrem Zimbalist Jr., Bob Hastings",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Legend of Vox Machina,"Animation, Action, Adventure",30 min,8.4,"37,138",2022–,"After saving the realm from evil and destruction at the hands of the most terrifying power couple in Exandria, Vox Machina is faced with saving the world once again-this time, from a sinister group of dragons known as the Chroma Conclave.","Laura Bailey, Taliesin Jaffe, Ashley Johnson, Matthew Mercer",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Chainsaw Man,"Animation, Action, Adventure",25 min,8.4,"44,694",2022–,"Following a betrayal, a young man left for dead is reborn as a powerful devil-human hybrid after merging with his pet devil and is soon enlisted into an organization dedicated to hunting devils.","Kikunosuke Toya, Ryan Colt Levy, Tomori Kusunoki, Shogo Sakata",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Merlin,"Adventure, Drama, Fantasy",45 min,7.9,"85,454",2008–2012,"These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend.","John Hurt, Colin Morgan, Bradley James, Richard Wilson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hagane no renkinjutsushi,"Animation, Action, Adventure",24 min,9.1,"186,916",2009–2010,Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,"Kent Williams, Iemasa Kayumi, Matthew Leonhart, Vic Mignogna",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Acolyte,"Action, Adventure, Drama",,,No votes yet,2024–,Star Wars series that takes viewers into a galaxy of shadowy secrets and emerging dark-side powers in the final days of the High Republic era.,"Dafne Keen, Jodie Turner-Smith, Amandla Stenberg, Joonas Suotamo",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Kenpuu Denki Berserk,"Animation, Action, Adventure",23 min,8.7,"47,623",1997–1998,"Guts, a wandering mercenary, joins the Band of the Hawk after being defeated in a duel by Griffith, the group's leader and founder. Together, they dominate every battle, but something menacing lurks in the shadows.","Marc Diraison, Nobutoshi Canna, Carrie Keranen, Kevin T. Collins",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ben 10,"Animation, Action, Adventure",22 min,7.5,"25,222",2005–2008,"The story of Ben Tennyson, a typical kid who becomes very atypical after he discovers the Omnitrix, a mysterious alien device with the power to transform the wearer into ten different alien species.","Tara Strong, Paul Eiding, Meagan Moore, Dee Bradley Baker",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Kage no Jitsuryokusha ni Naritakute!,"Animation, Action, Adventure",24 min,7.8,"4,034",2022–,"Cid Kagenou creates an elaborate plot to fight the Cult of Diabolos and builds his organization, the Shadow Garden.","Seiichiro Yamashita, Kana Hanazawa, Haruka Shiraishi, Inori Minase",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dragon Ball Z,"Animation, Action, Adventure",24 min,8.8,"141,671",1989–1996,"With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies.","Doc Harris, Christopher Sabat, Scott McNeil, Sean Schemmel",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mushoku-tensei ~Isekai ittara honki dasu~,"Animation, Action, Adventure",24 min,8.4,"16,868",2021–,"A 34-year-old Japanese NEET is run over by a speeding truck and dies. Before he knows it, he is reborn as Rudeus Greyrat, and begins a new life full of adventure.","Yumi Uchiyama, Tomokazu Sugita, Amber Lee Connors, Ai Kakuma",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Skeleton Crew,"Action, Adventure, Sci-Fi",,,No votes yet,2023–,Four kids make a mysterious discovery on their home planet that leads them to get lost in a strange and dangerous galaxy.,"Kerry Condon, Jude Law, Ryan Kiera Armstrong, Tunde Adebimpe",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Stand,"Adventure, Drama, Fantasy",510 min,5.7,"28,843",2020–2021,"After the world is in ruins, due to a man-made plague, a battle of Biblical proportions ensues between the survivors.","Whoopi Goldberg, Alexander Skarsgård, James Marsden, Odessa Young",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fright Krewe,"Animation, Adventure, Family",,7.4,132,2023–,"An ancient prophecy and a Voodoo Queen put misfit teens in charge of saving New Orleans from the biggest demonic threat it's faced in almost two centuries. But, honestly? Saving the world might be easier than becoming friends.","Tim Johnson Jr., Chester Rushing, Sydney Mikayla, Terrence Little Gardenhigh",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
MacGyver,"Action, Adventure, Crime",48 min,7.6,"41,013",1985–1992,The adventures of a secret Agent armed with almost infinite scientific resourcefulness.,"Richard Dean Anderson, Dana Elcar, Bruce McGill, Robin Mossley",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
She-Hulk: Attorney at Law,"Action, Adventure, Comedy",35 min,5.3,"183,444",2022,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.","Tatiana Maslany, Ginger Gonzaga, Malia Arrayah, Jameela Jamil",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Poketto monsutâ,"Animation, Action, Adventure",24 min,7.5,"46,079",1997–2023,"Ash Ketchum, his yellow pet Pikachu, and his human friends explore a world of powerful creatures.","Veronica Taylor, Rachael Lillis, Eric Stuart, Ikue Ôtani",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Emergency!,"Action, Adventure, Comedy",60 min,7.9,"5,781",1972–1979,"The crew of Los Angeles County Fire Department Station 51, particularly the paramedic team, and Rampart Hospital respond to emergencies in their operating area.","Randolph Mantooth, Kevin Tighe, Julie London, Bobby Troup",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
PAW Patrol,"Animation, Adventure, Comedy",23 min,6.1,"4,031",2013–,"Led by a boy named Ryder, a team of six playful rescue dogs use their individual talents to protect the seaside town of Adventure Bay. The pups are often joined by their friends: Cap'n Turbot, Robo-Dog, Everest, and Tracker.","Ron Pardo, Kallan Holley, Justin Paul Kelly, Devan Cohen",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Legends of Tomorrow,"Action, Adventure, Drama",42 min,6.8,"108,595",2016–2022,"Time-traveling rogue Rip Hunter must recruit a ragtag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time.","Caity Lotz, Amy Louise Pemberton, Dominic Purcell, Nick Zano",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
What If...?,"Animation, Action, Adventure",32 min,7.4,"131,127",2021–,"Exploring pivotal moments from the Marvel Cinematic Universe and turning them on their head, leading the audience into uncharted territory.","Jeffrey Wright, Terri Douglas, Matthew Wood, Robin Atkin Downes",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Black Clover,"Animation, Action, Adventure",24 min,8.3,"31,544",2017–2021,"Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus.","Dallas Reid, Jill Harris, Cris George, Christopher Sabat",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sweet Tooth,"Action, Adventure, Drama",50 min,7.8,"64,138",2021–,A boy who is half human and half deer survives in a post-apocalyptic world with other hybrids.,"Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Babylon 5,"Action, Adventure, Drama",45 min,8.4,"33,670",1993–1998,"In the mid 23rd century, the Earth Alliance space station Babylon 5, located in neutral territory, is a major focal point for political intrigue, racial tensions and various wars over the course of five years.","Mira Furlan, Richard Biggs, Stephen Furst, Andreas Katsulas",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The A-Team,"Action, Adventure, Crime",60 min,7.5,"40,691",1983–1987,"Four Vietnam vets, framed for a crime they didn't commit, help the innocent while on the run from the military.","George Peppard, Mr. T, Dwight Schultz, Dirk Benedict",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Eureka,"Adventure, Comedy, Drama",60 min,7.9,"56,797",2006–2012,"A U.S. Marshal becomes the sheriff of Eureka, a remote, cozy little Northwestern town where the best minds in the US have secretly been tucked away to build futuristic inventions for the government which often go disastrously wrong.","Colin Ferguson, Salli Richardson-Whitfield, Erica Cerra, Neil Grayston",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Man from U.N.C.L.E.,"Action, Adventure, Crime",50 min,7.7,"6,021",1964–1968,"The two top Agents of the United Network Command for Law and Enforcement (U.N.C.L.E.) fight the enemies of peace, particularly the forces of T.H.R.U.S.H.","Robert Vaughn, David McCallum, Leo G. Carroll, John Herman Shaner",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ragna Crimson,"Animation, Action, Adventure",24 min,7.5,134,2023–,"In a world where dragons rule sky, sea, and land, dragon hunter Ragna joins forces with the mysterious Crimson to fight the dragons at any cost and destroy the dragon monarchs.","Chiaki Kobayashi, Ayumu Murase, Inori Minase, Nobutoshi Canna",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sleepy Hollow,"Action, Adventure, Crime",45 min,7.3,"63,196",2013–2017,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,"Tom Mison, Lyndie Greenwood, Nicole Beharie, Orlando Jones",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Family Matters,"Adventure, Comedy, Drama",30 min,6.6,"29,208",1989–1998,"The Winslow family deals with various misadventures, many of them caused by their pesky next-door neighbor, ultra-nerd Steve Urkel.","Reginald VelJohnson, Jaleel White, Darius McCrary, Kellie Shanygne Williams",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Regular Show,"Animation, Action, Adventure",23 min,8.5,"53,543",2010–2017,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,"J.G. Quintel, William Salyers, Sam Marin, Mark Hamill",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mission: Impossible,"Action, Adventure, Crime",,7.9,"10,909",1966–1973,"An elite covert operations unit carries out highly sensitive missions subject to official denial in the event of failure, death or capture.","Peter Graves, Barbara Bain, Greg Morris, Peter Lupus",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sarangeui bulsachak,"Adventure, Comedy, Romance",70 min,8.7,"37,063",2019–2020,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Tales of the Jedi,"Animation, Short, Action",15 min,8.2,"31,443",2022–,Animated shorts that feature Jedi from the prequel era.,"Corey Burton, Ashley Eckstein, Dee Bradley Baker, Ian McDiarmid",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
A Series of Unfortunate Events,"Adventure, Comedy, Drama",50 min,7.8,"64,950",2017–2019,"After the loss of their parents in a mysterious fire, the three Baudelaire children face trials and tribulations attempting to uncover dark family secrets.","Neil Patrick Harris, Patrick Warburton, Malina Pauli Weissman, Louis Hynes",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Kaubôi bibappu: Cowboy Bebop,"Animation, Action, Adventure",24 min,8.9,"131,649",1998–1999,The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Steve Blum",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Monarch: Legacy of Monsters,"Action, Adventure, Sci-Fi",,,No votes yet,2023–,"Set after the battle between Godzilla and the Titans, revealing that monsters are real, follows one family's journey to uncover its buried secrets and a legacy linking them to Monarch.","Christopher Heyerdahl, Mari Yamamoto, Qyoko Kudo, Shota Tsuji",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Walker, Texas Ranger","Action, Adventure, Crime",43 min,5.6,"18,205",1993–2001,"Cordell Walker and his partner, James Trivette, are Texas Rangers. They make it their business to battle crime in Dallas and all around the state of Texas.","Chuck Norris, Clarence Gilyard Jr., Sheree J. Wilson, Noble Willingham",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dirk Gently's Holistic Detective Agency,"Action, Adventure, Comedy",60 min,8.2,"55,595",2016–2017,Holistic detective Dirk Gently investigates cases involving the supernatural.,"Samuel Barnett, Elijah Wood, Hannah Marks, Jade Eshete",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Avatar: The Last Airbender,"Action, Adventure, Comedy",,,No votes yet,2024–,"Live-action adaptation of the animated series centering on the adventures of Aang and his friends, who fight to save the world by defeating the Fire-Nation.","Paul Sun-Hyung Lee, Ken Leung, Tamlyn Tomita, Daniel Dae Kim",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Legend of Korra,"Animation, Action, Adventure",23 min,8.4,"130,291",2012–2014,Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.,"Janet Varney, P.J. Byrne, David Faustino, J.K. Simmons",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Station Eleven,"Adventure, Drama, Fantasy",507 min,7.6,"32,347",2021–2022,"A post apocalyptic saga spanning multiple timelines, telling the stories of survivors of a devastating flu as they attempt to rebuild and reimagine the world anew while holding on to the best of what's been lost.","Mackenzie Davis, Himesh Patel, Matilda Lawler, David Wilmot",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mighty Morphin Power Rangers,"Action, Adventure, Family",30 min,6.5,"24,210",1993–1996,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.","David Yost, Richard Steven Horvitz, Ed Neil, Paul Schrier",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Owl House,"Animation, Action, Adventure",22 min,8.5,"17,288",2020–2023,"Accidentally sent to the world of the Boiling Isles before a trip to summer camp, a teenage human named Luz longs to become a witch and is aided by rebellious Eda and pint-sized demon King.","Sarah-Nicole Robles, Alex Hirsch, Wendie Malick, Tati Gabrielle",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lost in Space,"Adventure, Drama, Family",60 min,7.3,"103,580",2018–2021,"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.","Toby Stephens, Molly Parker, Maxwell Jenkins, Taylor Russell",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
MacGyver,"Action, Adventure, Drama",43 min,5.4,"22,539",2016–2021,"Young Angus ""Mac"" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives.","Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
FBI: International,"Action, Adventure, Crime",43 min,6.5,"5,594",2021–,Elite agents of the FBI's International division travel the world with the mission of protecting Americans wherever they may be.,"Luke Kleintank, Heida Reed, Carter Redwood, Vinessa Vidotto",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fate: The Winx Saga,"Action, Adventure, Drama",,6.8,"54,532",2021–2022,"A live-action adaptation of Nickelodeon's Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.","Abigail Cowen, Hannah van der Westhuysen, Precious Mustapha, Eliot Salt",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Into the Badlands,"Action, Adventure, Drama",42 min,7.9,"48,753",2015–2019,A mighty warrior and a young boy with supernatural powers search for enlightenment in a ruthless post-apocalyptic America controlled by feudal barons.,"Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lonesome Dove,"Adventure, Drama, Western",384 min,8.7,"24,807",1989,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,"Robert Duvall, Tommy Lee Jones, Danny Glover, Diane Lane",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Top Gear,"Adventure, Comedy, Sport",60 min,8.7,"124,039",2002–,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.","Jeremy Clarkson, Richard Hammond, James May, The Stig",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hawkeye,"Action, Adventure, Crime",339 min,7.5,"203,183",2021,"Series based on the Marvel Comics superhero Hawkeye, centering on the adventures of Young Avenger, Kate Bishop, who took on the role after the original Avenger, Clint Barton.","Jeremy Renner, Hailee Steinfeld, Florence Pugh, Vera Farmiga",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Farscape,"Action, Adventure, Drama",50 min,8.3,"39,204",1999–2003,"Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew.","Ben Browder, Claudia Black, Anthony Simcoe, Lani John Tupu",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fallout,"Action, Adventure, Drama",,,No votes yet,2023–,Adaptation of the video game set in a post apocalyptic America.,"Moises Arias, Johnny Pemberton, Aixa Kendrick, Walton Goggins",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Phineas and Ferb,"Animation, Short, Action",15 min,8.1,"53,696",2007–2024,"Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.","Vincent Martella, Dan Povenmire, Thomas Brodie-Sangster, Ashley Tisdale",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Amazing World of Gumball,"Animation, Short, Action",11 min,8.3,"38,407",2011–2019,The life of a twelve-year-old boy who happens to be a blue cat as he lives with his family and other strange creatures.,"Dan Russell, Teresa Gallagher, Kerry Shale, Kyla Rae Kowalewski",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Spartacus: Gods of the Arena,"Action, Adventure, Biography",331 min,8.5,"142,776",2011,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.","John Hannah, Manu Bennett, Peter Mensah, Dustin Clare",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
